file,start_time,end_time,confidence,scientific_name,primary_label
H65_20230425_073000.ogg,57.0,60.0,0.4047583043575287,Brotogeris jugularis,orcpar
H78_20230425_232000.ogg,3.0,6.0,0.14874063432216644,Nyctidromus albicollis,compau
H78_20230425_232000.ogg,27.0,30.0,0.10645672678947449,Asio clamator,strowl1
H78_20230425_232000.ogg,39.0,42.0,0.4829828143119812,Nyctidromus albicollis,compau
H78_20230425_232000.ogg,48.0,51.0,0.34231528639793396,Nyctidromus albicollis,compau
O202_20230426_225000.ogg,12.0,15.0,0.1357920616865158,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,15.0,18.0,0.10907106101512909,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,30.0,33.0,0.11738293617963791,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,36.0,39.0,0.1209152415394783,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,42.0,45.0,0.12483049184083939,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,45.0,48.0,0.11307036131620407,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,54.0,57.0,0.11250120401382446,Pulsatrix perspicillata,speowl1
O202_20230426_225000.ogg,57.0,60.0,0.10463546961545944,Pulsatrix perspicillata,speowl1
H20_20230517_200500.ogg,27.0,30.0,0.18171484768390656,Nyctibius griseus,compot1
H67_20230426_212000.ogg,36.0,39.0,0.10224855691194534,Nyctibius griseus,compot1
O201_20230523_001500.ogg,33.0,36.0,0.10736598074436188,Pulsatrix perspicillata,speowl1
O201_20230523_001500.ogg,48.0,51.0,0.11059524863958359,Pulsatrix perspicillata,speowl1
H09_20230508_182000.ogg,27.0,30.0,0.10962266474962234,Amazona ochrocephala,ywcpar
H09_20230508_182000.ogg,57.0,60.0,0.12180716544389725,Nyctidromus albicollis,compau
H22_20230516_173500.ogg,0.0,3.0,0.12414000928401947,Patagioenas cayennensis,pavpig2
H22_20230516_173500.ogg,3.0,6.0,0.2705802321434021,Patagioenas cayennensis,pavpig2
H22_20230516_173500.ogg,48.0,51.0,0.14789235591888428,Amazona ochrocephala,ywcpar
H89_20230516_203000.ogg,9.0,12.0,0.11023792624473572,Crypturellus soui,littin1
H89_20230516_203000.ogg,30.0,33.0,0.14422714710235596,Crypturellus soui,littin1
H83_20230508_100000.ogg,0.0,3.0,0.13878561556339264,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,9.0,12.0,0.27738675475120544,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,15.0,18.0,0.5579891800880432,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,24.0,27.0,0.21594993770122528,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,27.0,30.0,0.10793115198612213,Sporophila minuta,rubsee1
H83_20230508_100000.ogg,33.0,36.0,0.40670129656791687,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,42.0,45.0,0.3704005777835846,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,48.0,51.0,0.18441654741764069,Leptotila verreauxi,whtdov
H83_20230508_100000.ogg,57.0,60.0,0.4716399610042572,Leptotila verreauxi,whtdov
H22_20230501_164000.ogg,3.0,6.0,0.2114303708076477,Patagioenas cayennensis,pavpig2
H22_20230501_164000.ogg,18.0,21.0,0.12263040244579315,Patagioenas cayennensis,pavpig2
H22_20230501_164000.ogg,42.0,45.0,0.15223772823810577,Patagioenas cayennensis,pavpig2
H22_20230501_164000.ogg,45.0,48.0,0.19386611878871918,Patagioenas cayennensis,pavpig2
H08_20230421_205500.ogg,9.0,12.0,0.12088878452777863,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,15.0,18.0,0.12377674132585526,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,21.0,24.0,0.17624518275260925,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,27.0,30.0,0.11486807465553284,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,30.0,33.0,0.10299890488386154,Nyctibius grandis,grepot1
H08_20230421_205500.ogg,36.0,39.0,0.21523591876029968,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,51.0,54.0,0.13265886902809143,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,54.0,57.0,0.1499687284231186,Pulsatrix perspicillata,speowl1
H08_20230421_205500.ogg,57.0,60.0,0.15070216357707977,Pulsatrix perspicillata,speowl1
H8749_20230505_113000.ogg,51.0,54.0,0.19695894420146942,Cacicus cela,yercac1
H90_20230522_051000.ogg,0.0,3.0,0.8235401511192322,Aramides cajaneus,gycwor1
H90_20230522_051000.ogg,3.0,6.0,0.5602949857711792,Aramides cajaneus,gycwor1
H90_20230522_051000.ogg,9.0,12.0,0.10717657208442688,Aramides cajaneus,gycwor1
H90_20230522_051000.ogg,12.0,15.0,0.5764116048812866,Aramides cajaneus,gycwor1
H90_20230522_051000.ogg,15.0,18.0,0.17629455029964447,Aramides cajaneus,gycwor1
H07_20230501_100500.ogg,18.0,21.0,0.14405545592308044,Poecilotriccus sylvia,shtfly1
H07_20230501_100500.ogg,30.0,33.0,0.8157631158828735,Poecilotriccus sylvia,shtfly1
H07_20230501_100500.ogg,42.0,45.0,0.2993554472923279,Poecilotriccus sylvia,shtfly1
H07_20230501_100500.ogg,54.0,57.0,0.2102736234664917,Poecilotriccus sylvia,shtfly1
H09_20230516_095500.ogg,27.0,30.0,0.2159239798784256,Pheugopedius fasciatoventris,blbwre1
H09_20230516_095500.ogg,54.0,57.0,0.19789838790893555,Sporophila funerea,tbsfin1
H09_20230516_095500.ogg,57.0,60.0,0.4457058310508728,Todirostrum cinereum,cotfly1
H14_20230504_111000.ogg,0.0,3.0,0.16431228816509247,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,6.0,9.0,0.8802772164344788,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,9.0,12.0,0.28923308849334717,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,18.0,21.0,0.4740273654460907,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,21.0,24.0,0.8548309206962585,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,36.0,39.0,0.2958989441394806,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,42.0,45.0,0.44192421436309814,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,51.0,54.0,0.2225828915834427,Volatinia jacarina,blbgra1
H14_20230504_111000.ogg,54.0,57.0,0.39979100227355957,Volatinia jacarina,blbgra1
H90_20230514_222000.ogg,3.0,6.0,0.1213081106543541,Pulsatrix perspicillata,speowl1
H90_20230514_222000.ogg,15.0,18.0,0.10861920565366745,Nyctibius griseus,compot1
H90_20230514_222000.ogg,36.0,39.0,0.10615696012973785,Nyctibius griseus,compot1
H90_20230514_222000.ogg,36.0,39.0,0.10053157806396484,Pulsatrix perspicillata,speowl1
H90_20230514_222000.ogg,45.0,48.0,0.2305380403995514,Nyctibius griseus,compot1
H90_20230514_222000.ogg,48.0,51.0,0.23169519007205963,Pulsatrix perspicillata,speowl1
H90_20230514_222000.ogg,54.0,57.0,0.1412031501531601,Nyctibius griseus,compot1
H90_20230503_074500.ogg,6.0,9.0,0.1739315688610077,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,30.0,33.0,0.7932775616645813,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,33.0,36.0,0.42278438806533813,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,36.0,39.0,0.24809350073337555,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,39.0,42.0,0.264737069606781,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,48.0,51.0,0.10350924730300903,Legatus leucophaius,pirfly1
H90_20230503_074500.ogg,57.0,60.0,0.7688438296318054,Legatus leucophaius,pirfly1
H24_20230503_113000.ogg,3.0,6.0,0.2168351113796234,Pitangus sulphuratus,grekis
H24_20230503_113000.ogg,45.0,48.0,0.2708146572113037,Pitangus sulphuratus,grekis
O203_20230511_163000.ogg,15.0,18.0,0.1440775841474533,Pionus menstruus,blhpar1
H94_20230521_095500.ogg,18.0,21.0,0.10586443543434143,Patagioenas cayennensis,pavpig2
H94_20230521_095500.ogg,33.0,36.0,0.2084486484527588,Patagioenas cayennensis,pavpig2
H94_20230521_095500.ogg,42.0,45.0,0.2385193407535553,Patagioenas cayennensis,pavpig2
H94_20230521_095500.ogg,45.0,48.0,0.11746381968259811,Patagioenas cayennensis,pavpig2
H03_20230514_121000.ogg,3.0,6.0,0.5951015949249268,Cyanocorax affinis,blcjay1
H03_20230514_121000.ogg,12.0,15.0,0.3976561725139618,Cyanocorax affinis,blcjay1
H30_20230427_114000.ogg,57.0,60.0,0.11970880627632141,Butorides striata,strher
H32_20230425_032500.ogg,6.0,9.0,0.7285681366920471,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,6.0,9.0,0.11074455827474594,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,9.0,12.0,0.2569996118545532,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,9.0,12.0,0.24886146187782288,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,21.0,24.0,0.2056913822889328,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,24.0,27.0,0.13649070262908936,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,24.0,27.0,0.13529153168201447,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,27.0,30.0,0.20064519345760345,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,27.0,30.0,0.19075803458690643,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,36.0,39.0,0.26765063405036926,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,36.0,39.0,0.10131989419460297,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,39.0,42.0,0.20313511788845062,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,42.0,45.0,0.1862047016620636,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,45.0,48.0,0.25252819061279297,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,51.0,54.0,0.3136804401874542,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,54.0,57.0,0.3854270875453949,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,54.0,57.0,0.13576892018318176,Nyctidromus albicollis,compau
H32_20230425_032500.ogg,57.0,60.0,0.5047248601913452,Donacobius atricapilla,bkcdon
H32_20230425_032500.ogg,57.0,60.0,0.11598768830299377,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,6.0,9.0,0.14918844401836395,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,9.0,12.0,0.14076784253120422,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,12.0,15.0,0.3309726417064667,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,15.0,18.0,0.13181172311306,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,18.0,21.0,0.2616579532623291,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,21.0,24.0,0.18008972704410553,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,24.0,27.0,0.26686179637908936,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,27.0,30.0,0.20860479772090912,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,30.0,33.0,0.2702607810497284,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,30.0,33.0,0.1224861815571785,Asio clamator,strowl1
H83_20230510_194000.ogg,33.0,36.0,0.2884783148765564,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,36.0,39.0,0.19161708652973175,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,39.0,42.0,0.41742849349975586,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,39.0,42.0,0.18361787497997284,Asio clamator,strowl1
H83_20230510_194000.ogg,42.0,45.0,0.29599687457084656,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,42.0,45.0,0.20711110532283783,Asio clamator,strowl1
H83_20230510_194000.ogg,45.0,48.0,0.1599777191877365,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,51.0,54.0,0.10203775763511658,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,54.0,57.0,0.12334591895341873,Nyctidromus albicollis,compau
H83_20230510_194000.ogg,57.0,60.0,0.21203601360321045,Nyctidromus albicollis,compau
H8920_20230507_053000.ogg,21.0,24.0,0.23095457255840302,Pheugopedius fasciatoventris,blbwre1
H8920_20230507_053000.ogg,51.0,54.0,0.901680052280426,Xiphorhynchus susurrans,cocwoo1
H8920_20230507_053000.ogg,54.0,57.0,0.7608746886253357,Xiphorhynchus susurrans,cocwoo1
H98_20230513_204500.ogg,0.0,3.0,0.1088239848613739,Pulsatrix perspicillata,speowl1
H98_20230513_204500.ogg,15.0,18.0,0.10408822447061539,Pulsatrix perspicillata,speowl1
H98_20230513_204500.ogg,33.0,36.0,0.12553304433822632,Nyctibius griseus,compot1
H98_20230513_204500.ogg,36.0,39.0,0.1734459549188614,Nyctibius griseus,compot1
H98_20230513_204500.ogg,39.0,42.0,0.10087569057941437,Pulsatrix perspicillata,speowl1
H74_20230510_054500.ogg,9.0,12.0,0.6875064969062805,Manacus manacus,whbman1
H74_20230510_054500.ogg,27.0,30.0,0.10203790664672852,Mesembrinibis cayennensis,greibi1
H74_20230510_054500.ogg,33.0,36.0,0.4073164165019989,Manacus manacus,whbman1
H74_20230510_054500.ogg,36.0,39.0,0.19614006578922272,Mesembrinibis cayennensis,greibi1
H05_20230426_123000.ogg,9.0,12.0,0.13097022473812103,Xiphorhynchus susurrans,cocwoo1
H05_20230426_123000.ogg,45.0,48.0,0.18424439430236816,Leptotila verreauxi,whtdov
H93_20230505_104000.ogg,18.0,21.0,0.8353869915008545,Crotophaga major,greani1
H24_20230507_071500.ogg,45.0,48.0,0.19173754751682281,Sporophila funerea,tbsfin1
H67_20230505_021000.ogg,54.0,57.0,0.12537792325019836,Pulsatrix perspicillata,speowl1
H71_20230426_231500.ogg,0.0,3.0,0.10672588646411896,Megascops choliba,trsowl
H71_20230426_231500.ogg,45.0,48.0,0.21971093118190765,Megascops choliba,trsowl
H10_20230505_162500.ogg,18.0,21.0,0.11439191550016403,Nannopterum brasilianum,neocor
H10_20230505_162500.ogg,30.0,33.0,0.521930992603302,Pitangus sulphuratus,grekis
H10_20230505_162500.ogg,30.0,33.0,0.1664116233587265,Crotophaga major,greani1
H10_20230505_162500.ogg,48.0,51.0,0.44833290576934814,Ara severus,chfmac1
H10_20230505_162500.ogg,51.0,54.0,0.7232456803321838,Ara severus,chfmac1
H10_20230505_162500.ogg,54.0,57.0,0.10194874554872513,Ara severus,chfmac1
H32_20230507_135000.ogg,3.0,6.0,0.9860358238220215,Falco sparverius,amekes
H32_20230507_135000.ogg,6.0,9.0,0.2624656856060028,Herpetotheres cachinnans,laufal1
H32_20230507_135000.ogg,6.0,9.0,0.22628898918628693,Falco sparverius,amekes
H32_20230507_135000.ogg,27.0,30.0,0.12003812193870544,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,30.0,33.0,0.34608781337738037,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,30.0,33.0,0.21973612904548645,Tapera naevia,strcuc1
H32_20230507_135000.ogg,33.0,36.0,0.273845911026001,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,33.0,36.0,0.15978652238845825,Tapera naevia,strcuc1
H32_20230507_135000.ogg,36.0,39.0,0.11813624203205109,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,51.0,54.0,0.759136438369751,Falco sparverius,amekes
H32_20230507_135000.ogg,51.0,54.0,0.11949826776981354,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,54.0,57.0,0.2467653900384903,Columbina talpacoti,rugdov
H32_20230507_135000.ogg,57.0,60.0,0.46442973613739014,Tapera naevia,strcuc1
H32_20230507_135000.ogg,57.0,60.0,0.3304596543312073,Columbina talpacoti,rugdov
O203_20230511_203500.ogg,18.0,21.0,0.10030686855316162,Megascops choliba,trsowl
O203_20230511_203500.ogg,33.0,36.0,0.12995977699756622,Nyctibius grandis,grepot1
H65_20230429_154000.ogg,0.0,3.0,0.37920671701431274,Patagioenas cayennensis,pavpig2
H65_20230429_154000.ogg,3.0,6.0,0.46852970123291016,Patagioenas cayennensis,pavpig2
H65_20230429_154000.ogg,45.0,48.0,0.45995521545410156,Sporophila funerea,tbsfin1
H65_20230429_154000.ogg,48.0,51.0,0.5092464089393616,Sporophila funerea,tbsfin1
H65_20230429_154000.ogg,51.0,54.0,0.9074294567108154,Sporophila funerea,tbsfin1
H84_20230426_015500.ogg,15.0,18.0,0.10716253519058228,Pulsatrix perspicillata,speowl1
H84_20230426_015500.ogg,42.0,45.0,0.1445140838623047,Pulsatrix perspicillata,speowl1
H84_20230426_015500.ogg,48.0,51.0,0.10645340383052826,Pulsatrix perspicillata,speowl1
H84_20230426_015500.ogg,57.0,60.0,0.1540754735469818,Pulsatrix perspicillata,speowl1
H78_20230501_032500.ogg,9.0,12.0,0.12406763434410095,Nyctibius griseus,compot1
H8920_20230506_111500.ogg,15.0,18.0,0.16933253407478333,Manacus manacus,whbman1
H8920_20230506_111500.ogg,21.0,24.0,0.11714843660593033,Manacus manacus,whbman1
H06_20230507_215000.ogg,15.0,18.0,0.10210418701171875,Megascops choliba,trsowl
H8920_20230517_174500.ogg,21.0,24.0,0.11267023533582687,Crypturellus soui,littin1
H16_20230515_115500.ogg,0.0,3.0,0.9451737403869629,Brotogeris jugularis,orcpar
H16_20230515_115500.ogg,3.0,6.0,0.16142895817756653,Todirostrum cinereum,cotfly1
H16_20230515_115500.ogg,3.0,6.0,0.10707037150859833,Tyrannus melancholicus,trokin
H16_20230515_115500.ogg,9.0,12.0,0.9666054248809814,Brotogeris jugularis,orcpar
H16_20230515_115500.ogg,27.0,30.0,0.9930069446563721,Campylorhynchus griseus,bicwre1
H16_20230515_115500.ogg,30.0,33.0,0.9810919761657715,Campylorhynchus griseus,bicwre1
H16_20230515_115500.ogg,33.0,36.0,0.9666670560836792,Campylorhynchus griseus,bicwre1
H16_20230515_115500.ogg,36.0,39.0,0.14226752519607544,Patagioenas cayennensis,pavpig2
H16_20230515_115500.ogg,54.0,57.0,0.22760574519634247,Patagioenas cayennensis,pavpig2
H21_20230428_071500.ogg,0.0,3.0,0.7842591404914856,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,3.0,6.0,0.30376726388931274,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,6.0,9.0,0.9782413244247437,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,9.0,12.0,0.6829909682273865,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,12.0,15.0,0.17354944348335266,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,15.0,18.0,0.7985025644302368,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,18.0,21.0,0.4248315393924713,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,21.0,24.0,0.7271777391433716,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,24.0,27.0,0.88350909948349,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,27.0,30.0,0.4435802400112152,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,30.0,33.0,0.6689615845680237,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,33.0,36.0,0.45503735542297363,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,36.0,39.0,0.6920257210731506,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,39.0,42.0,0.5813544988632202,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,42.0,45.0,0.9528741836547852,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,45.0,48.0,0.9504650831222534,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,48.0,51.0,0.9562073349952698,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,51.0,54.0,0.2458028495311737,Amazona ochrocephala,ywcpar
H21_20230428_071500.ogg,54.0,57.0,0.8631073236465454,Ortalis columbiana,colcha1
H21_20230428_071500.ogg,57.0,60.0,0.36806127429008484,Ortalis columbiana,colcha1
H11_20230428_175000.ogg,0.0,3.0,0.22272761166095734,Thraupis episcopus,bugtan
H11_20230428_175000.ogg,0.0,3.0,0.1822248250246048,Myiozetetes similis,socfly1
H11_20230428_175000.ogg,3.0,6.0,0.43629157543182373,Thraupis episcopus,bugtan
H11_20230428_175000.ogg,3.0,6.0,0.36791038513183594,Thraupis palmarum,paltan1
H11_20230428_175000.ogg,18.0,21.0,0.1373603790998459,Todirostrum cinereum,cotfly1
H11_20230428_175000.ogg,21.0,24.0,0.7473991513252258,Todirostrum cinereum,cotfly1
H11_20230428_175000.ogg,24.0,27.0,0.5072548389434814,Todirostrum cinereum,cotfly1
H11_20230428_175000.ogg,27.0,30.0,0.46571284532546997,Thraupis palmarum,paltan1
H11_20230428_175000.ogg,48.0,51.0,0.45253652334213257,Thraupis palmarum,paltan1
H65_20230424_042500.ogg,33.0,36.0,0.10729822516441345,Megascops choliba,trsowl
H74_20230426_035500.ogg,45.0,48.0,0.11744604259729385,Nyctibius grandis,grepot1
H02_20230509_152000.ogg,33.0,36.0,0.21880300343036652,Patagioenas cayennensis,pavpig2
H02_20230509_152000.ogg,36.0,39.0,0.8137472867965698,Patagioenas cayennensis,pavpig2
H02_20230509_152000.ogg,39.0,42.0,0.9510576128959656,Patagioenas cayennensis,pavpig2
H19_20230505_020000.ogg,18.0,21.0,0.13923585414886475,Pulsatrix perspicillata,speowl1
H19_20230505_020000.ogg,24.0,27.0,0.15564294159412384,Pulsatrix perspicillata,speowl1
H19_20230505_020000.ogg,27.0,30.0,0.14168423414230347,Pulsatrix perspicillata,speowl1
H19_20230505_020000.ogg,48.0,51.0,0.11652527749538422,Pulsatrix perspicillata,speowl1
H19_20230505_020000.ogg,51.0,54.0,0.1952439397573471,Pulsatrix perspicillata,speowl1
H30_20230430_185000.ogg,3.0,6.0,0.10893108695745468,Nyctidromus albicollis,compau
H30_20230430_185000.ogg,39.0,42.0,0.19671274721622467,Nyctidromus albicollis,compau
H30_20230430_185000.ogg,54.0,57.0,0.13625775277614594,Nyctidromus albicollis,compau
H17_20230516_135500.ogg,0.0,3.0,0.7113748788833618,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,9.0,12.0,0.6179628372192383,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,18.0,21.0,0.8865602016448975,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,24.0,27.0,0.43692073225975037,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,30.0,33.0,0.850756049156189,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,36.0,39.0,0.13874180614948273,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,45.0,48.0,0.5833089351654053,Poliocrania exsul,chbant1
H17_20230516_135500.ogg,51.0,54.0,0.1856280267238617,Poliocrania exsul,chbant1
H21_20230519_140000.ogg,3.0,6.0,0.9057521224021912,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,9.0,12.0,0.9510823488235474,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,12.0,15.0,0.48604917526245117,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,18.0,21.0,0.9892280101776123,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,24.0,27.0,0.8277288675308228,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,33.0,36.0,0.7080669403076172,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,42.0,45.0,0.4401160180568695,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,51.0,54.0,0.9840078353881836,Pheugopedius fasciatoventris,blbwre1
H21_20230519_140000.ogg,57.0,60.0,0.8796311020851135,Pheugopedius fasciatoventris,blbwre1
H99_20230429_065500.ogg,12.0,15.0,0.9455330967903137,Crypturellus soui,littin1
H99_20230429_065500.ogg,15.0,18.0,0.12595872581005096,Baryphthengus martii,rufmot1
H99_20230429_065500.ogg,21.0,24.0,0.9492316842079163,Crypturellus soui,littin1
H99_20230429_065500.ogg,24.0,27.0,0.43072575330734253,Baryphthengus martii,rufmot1
H99_20230429_065500.ogg,27.0,30.0,0.9876289367675781,Crypturellus soui,littin1
H99_20230429_065500.ogg,33.0,36.0,0.19487175345420837,Baryphthengus martii,rufmot1
H99_20230429_065500.ogg,36.0,39.0,0.9809097647666931,Crypturellus soui,littin1
H99_20230429_065500.ogg,39.0,42.0,0.7631447911262512,Crypturellus soui,littin1
H99_20230429_065500.ogg,42.0,45.0,0.4378482699394226,Crypturellus soui,littin1
H99_20230429_065500.ogg,45.0,48.0,0.9668410420417786,Crypturellus soui,littin1
H99_20230429_065500.ogg,51.0,54.0,0.981160581111908,Crypturellus soui,littin1
H99_20230429_065500.ogg,54.0,57.0,0.4478151500225067,Crypturellus soui,littin1
H99_20230429_065500.ogg,57.0,60.0,0.9487731456756592,Crypturellus soui,littin1
H90_20230521_055000.ogg,3.0,6.0,0.14256252348423004,Patagioenas cayennensis,pavpig2
H14_20230518_074500.ogg,3.0,6.0,0.14458948373794556,Sporophila minuta,rubsee1
H14_20230518_074500.ogg,9.0,12.0,0.1476634442806244,Volatinia jacarina,blbgra1
H14_20230518_074500.ogg,12.0,15.0,0.106992706656456,Volatinia jacarina,blbgra1
H14_20230518_074500.ogg,36.0,39.0,0.1452290415763855,Volatinia jacarina,blbgra1
H14_20230518_074500.ogg,51.0,54.0,0.1110314130783081,Volatinia jacarina,blbgra1
H30_20230421_162000.ogg,0.0,3.0,0.18895970284938812,Campylorhynchus griseus,bicwre1
H30_20230421_162000.ogg,18.0,21.0,0.5897213816642761,Tyrannulus elatus,yectyr1
H30_20230421_162000.ogg,30.0,33.0,0.14702461659908295,Campylorhynchus griseus,bicwre1
H30_20230421_162000.ogg,42.0,45.0,0.1129455417394638,Campylorhynchus griseus,bicwre1
H17_20230422_131000.ogg,48.0,51.0,0.1577482670545578,Trogon chionurus,whttro1
H32_20230501_090000.ogg,3.0,6.0,0.1497117578983307,Patagioenas cayennensis,pavpig2
H32_20230501_090000.ogg,15.0,18.0,0.4558316469192505,Tyrannus melancholicus,trokin
H32_20230501_090000.ogg,15.0,18.0,0.39617642760276794,Machetornis rixosa,cattyr
O201_20230520_092500.ogg,39.0,42.0,0.6932193040847778,Crypturellus soui,littin1
O201_20230520_092500.ogg,42.0,45.0,0.4577067196369171,Crypturellus soui,littin1
O201_20230520_092500.ogg,45.0,48.0,0.550368070602417,Crypturellus soui,littin1
H11_20230509_085500.ogg,3.0,6.0,0.36667025089263916,Tapera naevia,strcuc1
H11_20230509_085500.ogg,12.0,15.0,0.3849325478076935,Elaenia flavogaster,yebela1
H11_20230509_085500.ogg,15.0,18.0,0.11737851798534393,Tapera naevia,strcuc1
H11_20230509_085500.ogg,21.0,24.0,0.7343941926956177,Tapera naevia,strcuc1
H11_20230509_085500.ogg,27.0,30.0,0.3668852746486664,Tapera naevia,strcuc1
H11_20230509_085500.ogg,33.0,36.0,0.1368057131767273,Tapera naevia,strcuc1
H11_20230509_085500.ogg,39.0,42.0,0.4164620339870453,Tapera naevia,strcuc1
H11_20230509_085500.ogg,42.0,45.0,0.628315806388855,Tapera naevia,strcuc1
H11_20230509_085500.ogg,48.0,51.0,0.5835667252540588,Tapera naevia,strcuc1
H11_20230509_085500.ogg,51.0,54.0,0.11468688398599625,Tapera naevia,strcuc1
H11_20230509_085500.ogg,57.0,60.0,0.533136248588562,Tapera naevia,strcuc1
H84_20230516_150000.ogg,0.0,3.0,0.11472559720277786,Crypturellus soui,littin1
H84_20230516_150000.ogg,3.0,6.0,0.5145102739334106,Crypturellus soui,littin1
H11_20230421_101500.ogg,0.0,3.0,0.14639133214950562,Brotogeris jugularis,orcpar
